"code_rome","code_ogr","coeur_metier"
"A1202","125978",""
"A1202","126171",""
"A1202","140912",""
"A1202","300297","Principale"
"A1202","300446",""
"A1202","300460",""
"A1202","300465",""
"A1202","300483",""
"A1202","300783",""
"A1202","300800",""
"A1202","400151",""
"A1202","403103",""
"A1202","403104",""
"A1202","404351",""
"A1202","405285",""
"A1202","478462",""
"A1202","479040","Émergente"
"A1202","481218",""
"A1202","481563",""
"A1202","481564",""
"A1202","481565",""
"A1202","482269","Émergente"
"A1202","486714",""
"A1202","486715",""
"A1202","487163","Principale"
"A1202","489310","Principale"
"A1202","489311",""
"A1202","489533",""
"A1202","490650",""
"A1203","38055",""
"A1203","100011",""
"A1203","100019",""
"A1203","100032","Principale"
"A1203","100050",""
"A1203","100063","Principale"
"A1203","100064","Principale"
"A1203","100091",""
"A1203","101869",""
"A1203","103070",""
"A1203","104929",""
"A1203","106963",""
"A1203","108761",""
"A1203","116214",""
"A1203","116714","Principale"
"A1203","120676","Principale"
"A1203","121159",""
"A1203","121998",""
"A1203","122569",""
"A1203","122570","Principale"
"A1203","122580",""
"A1203","122730",""
"A1203","122739","Principale"
"A1203","122781",""
"A1203","122783",""
"A1203","122833",""
"A1203","122843","Principale"
"A1203","123026",""
"A1203","123028",""
"A1203","123042","Principale"
"A1203","124552",""
"A1203","124924",""
"A1203","125978",""
"A1203","126262",""
"A1203","140913",""
"A1203","300292",""
"A1203","300408",""
"A1203","300426","Émergente"
"A1203","300465",""
"A1203","300483",""
"A1203","300497",""
"A1203","300783",""
"A1203","300794",""
"A1203","300795",""
"A1203","300806",""
"A1203","403103",""
"A1203","403104",""
"A1203","403441",""
"A1203","403898","Principale"
"A1203","403987",""
"A1203","405390",""
"A1203","477767",""
"A1203","477768","Émergente"
"A1203","477769","Émergente"
"A1203","477773","Émergente"
"A1203","477774",""
"A1203","477778",""
"A1203","483172",""
"A1203","483173","Principale"
"A1203","483175","Principale"
"A1203","484510","Émergente"
"A1203","486074","Principale"
"A1203","487163","Émergente"
"A1203","489310",""
"A1203","489398",""
"A1203","489533",""
"A1203","490652",""
"A1203","490654",""
"A1203","490655",""
"A1203","490659",""
"A1203","490660",""
"A1204","23376",""
"A1204","100015","Principale"
"A1204","100019","Principale"
"A1204","100050","Principale"
"A1204","100051","Principale"
"A1204","100057",""
"A1204","100068","Principale"
"A1204","100069","Principale"
"A1204","100070","Principale"
"A1204","100071","Principale"
"A1204","100075","Principale"
"A1204","100076","Principale"
"A1204","100077","Principale"
"A1204","100078","Principale"
"A1204","100079","Principale"
"A1204","100083",""
"A1204","100086",""
"A1204","100087",""
"A1204","100088",""
"A1204","100090","Principale"
"A1204","100091","Principale"
"A1204","100098",""
"A1204","100158","Principale"
"A1204","100246",""
"A1204","100362",""
"A1204","101064",""
"A1204","108787","Principale"
"A1204","113872",""
"A1204","113876",""
"A1204","118135",""
"A1204","118639",""
"A1204","119180","Principale"
"A1204","120439","Principale"
"A1204","120721","Principale"
"A1204","122698",""
"A1204","123642",""
"A1204","123745",""
"A1204","123894",""
"A1204","124319",""
"A1204","125265","Principale"
"A1204","125711",""
"A1204","125713",""
"A1204","125714",""
"A1204","200115",""
"A1204","300184","Principale"
"A1204","300426","Principale"
"A1204","300440",""
"A1204","300446",""
"A1204","300465",""
"A1204","300483",""
"A1204","300490",""
"A1204","300677",""
"A1204","300779",""
"A1204","300803",""
"A1204","300804",""
"A1204","400415","Principale"
"A1204","403320",""
"A1205","23376",""
"A1205","38055",""
"A1205","100003",""
"A1205","100015","Principale"
"A1205","100017","Principale"
"A1205","100019","Principale"
"A1205","100029",""
"A1205","100030",""
"A1205","100032","Principale"
"A1205","100033",""
"A1205","100063","Principale"
"A1205","100076","Principale"
"A1205","100077","Principale"
"A1205","100086","Principale"
"A1205","100097","Principale"
"A1205","100098","Principale"
"A1205","100100","Principale"
"A1205","100102","Principale"
"A1205","100104",""
"A1205","100105",""
"A1205","100158","Principale"
"A1205","101869",""
"A1205","104954",""
"A1205","107058",""
"A1205","116932",""
"A1205","117385",""
"A1205","118136",""
"A1205","119210","Principale"
"A1205","119508",""
"A1205","120676","Principale"
"A1205","122009",""
"A1205","122567","Principale"
"A1205","122568","Principale"
"A1205","122569",""
"A1205","122573",""
"A1205","122574",""
"A1205","122576",""
"A1205","122577",""
"A1205","122578",""
"A1205","122698",""
"A1205","122719","Principale"
"A1205","122724","Principale"
"A1205","122730",""
"A1205","122817",""
"A1205","122843","Principale"
"A1205","122850","Principale"
"A1205","122851","Principale"
"A1205","123042","Principale"
"A1205","123043","Principale"
"A1205","123361",""
"A1205","123754","Principale"
"A1205","124377",""
"A1205","125971",""
"A1205","125978","Principale"
"A1205","126333","Principale"
"A1205","300140",""
"A1205","300152","Principale"
"A1205","300181","Principale"
"A1205","300214",""
"A1205","300280",""
"A1205","300318",""
"A1205","300401",""
"A1205","300412",""
"A1205","300440",""
"A1205","300446",""
"A1205","300460",""
"A1205","300465",""
"A1205","300490",""
"A1205","300782",""
"A1205","300783",""
"A1205","300795",""
"A1205","300804",""
"A1205","300824",""
"A1205","400040",""
"A1206","100015",""
"A1206","100019",""
"A1206","100057",""
"A1206","100091",""
"A1206","100131",""
"A1206","101640","Principale"
"A1206","102074",""
"A1206","103045",""
"A1206","103060",""
"A1206","116467",""
"A1206","117668",""
"A1206","118949",""
"A1206","119187",""
"A1206","119245",""
"A1206","119432",""
"A1206","119672","Principale"
"A1206","121339",""
"A1206","123434",""
"A1206","123488",""
"A1206","123538","Principale"
"A1206","123609",""
"A1206","124243","Principale"
"A1206","124834","Principale"
"A1206","124970",""
"A1206","125508","Principale"
"A1206","125772",""
"A1206","125915",""
"A1206","126015","Principale"
"A1206","300113",""
"A1206","300315",""
"A1206","300446",""
"A1206","300465",""
"A1206","300483",""
"A1206","300488",""
"A1206","300489",""
"A1206","300497",""
"A1206","300502",""
"A1206","300779",""
"A1206","300819",""
"A1206","300837",""
"A1206","300878",""
"A1206","400098","Émergente"
"A1206","400415","Émergente"
"A1206","400694","Principale"
"A1206","402265",""
"A1206","402317","Principale"
"A1206","403093",""
"A1206","403103",""
"A1206","403104",""
"A1206","403106",""
"A1206","403107",""
"A1206","403375",""
"A1206","404821","Principale"
"A1206","405285",""
"A1206","405348",""
"A1206","477767",""
"A1206","478597",""
"A1206","478599","Principale"
"A1206","478601",""
"A1206","478603",""
"A1206","479035",""
"A1206","482626",""
"A1206","482738",""
"A1206","483946","Principale"
"A1206","483947",""
"A1206","483948",""
"A1206","483951","Émergente"
"A1206","484267",""
"A1206","484271","Émergente"
"A1206","486114","Principale"
"A1206","486829",""
"A1206","487163","Principale"
"A1206","489495",""
"A1206","490662",""
"A1206","490663",""
"A1207","38055",""
"A1207","100019","Émergente"
"A1207","100050","Principale"
"A1207","100057","Émergente"
"A1207","103190","Principale"
"A1207","110161",""
"A1207","113863",""
"A1207","113865",""
"A1207","113866",""
"A1207","119759",""
"A1207","121048",""
"A1207","121075","Principale"
"A1207","122256",""
"A1207","122719",""
"A1207","124377",""
"A1207","125265",""
"A1207","125467",""
"A1207","125968",""
"A1207","300181",""
"A1207","300297",""
"A1207","300408",""
"A1207","300436","Principale"
"A1207","300440",""
"A1207","300465",""
"A1207","300483",""
"A1207","300489",""
"A1207","300636","Principale"
"A1207","300779",""
"A1207","300783",""
"A1207","300849",""
"A1207","300920",""
"A1207","400153",""
"A1207","400415","Émergente"
"A1207","400550",""
"A1207","403441",""
"A1207","403554","Principale"
"A1207","405260",""
"A1207","405285",""
"A1207","476946",""
"A1207","478650",""
"A1207","478654",""
"A1207","482269","Émergente"
"A1207","483174",""
"A1207","483224",""
"A1207","483712",""
"A1207","484020",""
"A1207","484021",""
"A1207","484022","Principale"
"A1207","484023",""
"A1207","484024","Principale"
"A1207","484025",""
"A1207","484026",""
"A1207","485687",""
"A1207","486721",""
"A1207","486837",""
"A1207","489311",""
"A1207","489314","Principale"
"A1207","489315","Principale"
"A1208","23374",""
"A1208","38055",""
"A1208","100011","Principale"
"A1208","100019",""
"A1208","100057",""
"A1208","100063",""
"A1208","100064",""
"A1208","100104",""
"A1208","100158","Principale"
"A1208","101869",""
"A1208","102717",""
"A1208","103070","Principale"
"A1208","106963",""
"A1208","110658",""
"A1208","116214","Principale"
"A1208","119210","Principale"
"A1208","120676",""
"A1208","122570",""
"A1208","122730",""
"A1208","122781",""
"A1208","122783",""
"A1208","122843","Principale"
"A1208","123042","Principale"
"A1208","124561",""
"A1208","125971",""
"A1208","126262",""
"A1208","126432",""
"A1208","140912",""
"A1208","140913",""
"A1208","200091","Émergente"
"A1208","300264",""
"A1208","300364",""
"A1208","300408",""
"A1208","300426",""
"A1208","300460",""
"A1208","300465",""
"A1208","300497",""
"A1208","300678",""
"A1208","300778",""
"A1208","300783",""
"A1208","300795",""
"A1208","300800",""
"A1208","300806",""
"A1208","300821",""
"A1208","300837",""
"A1208","400174",""
"A1208","400415","Émergente"
"A1208","400694",""
"A1208","403103",""
"A1208","403104",""
"A1208","403962",""
"A1208","403986",""
"A1208","403987",""
"A1208","404012",""
"A1208","405390",""
"A1208","477767",""
"A1208","479032",""
"A1208","479033",""
"A1208","479035","Principale"
"A1208","479039",""
"A1208","479040","Émergente"
"A1208","479042",""
"A1208","480286",""
"A1208","482269","Émergente"
"A1208","484266",""
"A1208","484267","Émergente"
"A1208","484268","Émergente"
"A1208","484271",""
"A1208","484272","Émergente"
"A1208","484510","Émergente"
"A1208","485815",""
"A1208","486074",""
"A1208","489495","Principale"
"A1208","489533",""
"A1208","490652",""
"A1208","490654",""
"A1208","490657",""
"A1208","490659",""
"A1208","490664",""
"A1209","38055",""
"A1209","100015",""
"A1209","100017","Principale"
"A1209","100019",""
"A1209","100032",""
"A1209","100034",""
"A1209","100035",""
"A1209","100063",""
"A1209","100100","Principale"
"A1209","100240",""
"A1209","104996",""
"A1209","118325",""
"A1209","119210",""
"A1209","120373",""
"A1209","120676",""
"A1209","121599",""
"A1209","122575",""
"A1209","122578",""
"A1209","122580","Principale"
"A1209","122698",""
"A1209","122728",""
"A1209","122772",""
"A1209","123754","Principale"
"A1209","300147",""
"A1209","300297",""
"A1209","300408",""
"A1209","300446",""
"A1209","300465",""
"A1209","300473",""
"A1209","300490",""
"A1209","300782",""
"A1209","300783",""
"A1209","300795",""
"A1209","300798",""
"A1209","300806",""
"A1209","400343",""
"A1209","400771",""
"A1209","400772","Principale"
"A1209","402030","Principale"
"A1209","403103",""
"A1209","403104",""
"A1209","403898","Principale"
"A1209","403987",""
"A1209","405385",""
"A1209","479278","Principale"
"A1209","479279",""
"A1209","479280",""
"A1209","479281",""
"A1209","479282",""
"A1209","481008",""
"A1209","481124","Principale"
"A1209","481406",""
"A1209","483174","Émergente"
"A1209","484510","Émergente"
"A1209","484512","Principale"
"A1209","484513",""
"A1209","484514",""
"A1209","486248",""
"A1209","486555","Principale"
"A1209","489404","Principale"
"A1209","489620",""
"A1209","490665",""
"A1210","23381",""
"A1210","100017",""
"A1210","100032","Principale"
"A1210","100033",""
"A1210","100063","Principale"
"A1210","100100",""
"A1210","104954",""
"A1210","117587",""
"A1210","119210","Principale"
"A1210","120676","Principale"
"A1210","122009","Principale"
"A1210","122567","Principale"
"A1210","122574",""
"A1210","122576",""
"A1210","122578","Principale"
"A1210","122719",""
"A1210","122724",""
"A1210","122817",""
"A1210","122843","Principale"
"A1210","123042",""
"A1210","123043",""
"A1210","125978","Principale"
"A1210","300460",""
"A1210","300465",""
"A1210","300483",""
"A1210","300783",""
"A1210","300795",""
"A1210","300806",""
"A1210","402289",""
"A1210","403103",""
"A1210","403104",""
"A1210","403969",""
"A1210","404314",""
"A1210","404351",""
"A1210","405514","Principale"
"A1210","405521",""
"A1210","479278",""
"A1210","479723","Émergente"
"A1210","479724",""
"A1210","479725",""
"A1210","479727",""
"A1210","479729",""
"A1210","482269","Émergente"
"A1210","484509",""
"A1210","484857","Principale"
"A1210","484858",""
"A1210","484861",""
"A1210","489283",""
"A1210","490475",""
"A1210","490666",""
"A1210","490667",""
"A1210","490668",""
"A1210","490669",""
"A1210","490670",""
"A1211","38055",""
"A1211","100011",""
"A1211","100015","Principale"
"A1211","100019",""
"A1211","100032",""
"A1211","100063",""
"A1211","100064",""
"A1211","100158",""
"A1211","101869",""
"A1211","103070","Principale"
"A1211","106963",""
"A1211","110289","Principale"
"A1211","110658",""
"A1211","114886",""
"A1211","118788","Principale"
"A1211","119618",""
"A1211","119672",""
"A1211","120676",""
"A1211","121876","Principale"
"A1211","122739",""
"A1211","122781",""
"A1211","122783",""
"A1211","122843",""
"A1211","123042","Principale"
"A1211","123361",""
"A1211","123463","Principale"
"A1211","124498","Principale"
"A1211","124552",""
"A1211","126148",""
"A1211","126262",""
"A1211","140912",""
"A1211","140913",""
"A1211","300021",""
"A1211","300292","Principale"
"A1211","300307",""
"A1211","300408",""
"A1211","300426",""
"A1211","300465",""
"A1211","300479",""
"A1211","300483",""
"A1211","300489",""
"A1211","300778",""
"A1211","300779",""
"A1211","300783",""
"A1211","300821",""
"A1211","300837",""
"A1211","400096",""
"A1211","400224",""
"A1211","400415","Émergente"
"A1211","402102","Principale"
"A1211","402294",""
"A1211","403103",""
"A1211","403104",""
"A1211","403106",""
"A1211","403369",""
"A1211","403455",""
"A1211","403962",""
"A1211","477767",""
"A1211","479035","Principale"
"A1211","480948","Émergente"
"A1211","480950",""
"A1211","480954",""
"A1211","482269","Émergente"
"A1211","483368","Principale"
"A1211","483946",""
"A1211","483947","Principale"
"A1211","484266",""
"A1211","484267",""
"A1211","484271",""
"A1211","484510","Émergente"
"A1211","486113",""
"A1211","486117",""
"A1211","489315",""
"A1211","489398",""
"A1211","489495",""
"A1211","490657",""
"A1211","490663",""
"A1211","490665",""
"A1212","23378",""
"A1212","23381",""
"A1212","100017","Principale"
"A1212","100019",""
"A1212","100032",""
"A1212","100033",""
"A1212","100057",""
"A1212","100063",""
"A1212","100076",""
"A1212","107093",""
"A1212","116932",""
"A1212","119210",""
"A1212","119407",""
"A1212","120676",""
"A1212","122009","Principale"
"A1212","122567",""
"A1212","122568","Principale"
"A1212","122569",""
"A1212","122576",""
"A1212","122578",""
"A1212","122698",""
"A1212","122719",""
"A1212","122817",""
"A1212","122843",""
"A1212","122851",""
"A1212","123042","Principale"
"A1212","123043",""
"A1212","124377",""
"A1212","124814",""
"A1212","125056","Principale"
"A1212","125971",""
"A1212","300172",""
"A1212","300214",""
"A1212","300280",""
"A1212","300436","Principale"
"A1212","300446",""
"A1212","300460",""
"A1212","300461",""
"A1212","300465",""
"A1212","300467",""
"A1212","300579",""
"A1212","300779",""
"A1212","300783",""
"A1212","300795",""
"A1212","300806",""
"A1212","400151","Principale"
"A1212","400323",""
"A1212","400752",""
"A1212","400800",""
"A1212","402289",""
"A1212","403103",""
"A1212","403104",""
"A1212","404314",""
"A1212","405515","Principale"
"A1212","405521","Principale"
"A1212","476961","Émergente"
"A1212","478462",""
"A1212","479725",""
"A1212","479733","Émergente"
"A1212","481115",""
"A1212","481118",""
"A1212","481120","Émergente"
"A1212","481121","Émergente"
"A1212","481122",""
"A1212","482583","Émergente"
"A1212","482627",""
"A1212","483653",""
"A1212","485370",""
"A1212","485431",""
"A1212","486243","Principale"
"A1212","486244","Principale"
"A1212","486245",""
"A1212","486246","Principale"
"A1212","486247",""
"A1212","486248",""
"A1212","486249",""
"A1212","486250","Émergente"
"A1212","486252",""
"A1212","486253",""
"A1212","486255",""
"A1212","490470",""
"A1212","490660",""
"A1212","490672",""
"A1212","490673",""
"A1212","490674",""
"A1213","23378",""
"A1213","23381",""
"A1213","100017",""
"A1213","100019",""
"A1213","100057","Émergente"
"A1213","100076",""
"A1213","100077",""
"A1213","100104",""
"A1213","100158",""
"A1213","101869",""
"A1213","116932",""
"A1213","118772","Principale"
"A1213","118803",""
"A1213","119407",""
"A1213","122009","Principale"
"A1213","122568","Principale"
"A1213","122569",""
"A1213","122698",""
"A1213","122817",""
"A1213","122851",""
"A1213","123042",""
"A1213","124377","Principale"
"A1213","125056",""
"A1213","125311",""
"A1213","125971",""
"A1213","300258","Principale"
"A1213","300280",""
"A1213","300323",""
"A1213","300436","Principale"
"A1213","300446",""
"A1213","300460",""
"A1213","300461",""
"A1213","300489",""
"A1213","300579","Principale"
"A1213","300736",""
"A1213","300783",""
"A1213","300806",""
"A1213","400415","Émergente"
"A1213","400800",""
"A1213","400866","Principale"
"A1213","403103",""
"A1213","403104",""
"A1213","403304",""
"A1213","403499","Principale"
"A1213","403503",""
"A1213","403962",""
"A1213","403969",""
"A1213","404771",""
"A1213","405515","Principale"
"A1213","405516","Émergente"
"A1213","405521","Principale"
"A1213","476951",""
"A1213","479725",""
"A1213","481415","Principale"
"A1213","481416",""
"A1213","481417",""
"A1213","481419",""
"A1213","481422",""
"A1213","482492","Émergente"
"A1213","483102",""
"A1213","483368",""
"A1213","483653",""
"A1213","483712","Principale"
"A1213","486243","Principale"
"A1213","486244",""
"A1213","486255",""
"A1213","486566",""
"A1213","486567",""
"A1213","486568","Émergente"
"A1213","486569",""
"A1213","486571",""
"A1213","486572",""
"A1213","486573",""
"A1213","486574","Émergente"
"A1213","486575","Émergente"
"A1213","486576",""
"A1213","486577","Principale"
"A1213","486578",""
"A1213","490473",""
"A1213","490671",""
"A1213","490678",""
"A1301","23376",""
"A1301","38055",""
"A1301","100011","Principale"
"A1301","100015","Principale"
"A1301","100019","Principale"
"A1301","100050",""
"A1301","100057",""
"A1301","100076","Principale"
"A1301","100077","Principale"
"A1301","100090",""
"A1301","100104",""
"A1301","100111","Principale"
"A1301","100113","Principale"
"A1301","100114","Principale"
"A1301","100118","Principale"
"A1301","100119","Principale"
"A1301","100129",""
"A1301","100130",""
"A1301","100131",""
"A1301","100132",""
"A1301","100142",""
"A1301","100149",""
"A1301","100151","Principale"
"A1301","100162","Principale"
"A1301","101425",""
"A1301","101869",""
"A1301","104647",""
"A1301","115914",""
"A1301","120439","Principale"
"A1301","120797",""
"A1301","121028","Principale"
"A1301","121618","Principale"
"A1301","121998",""
"A1301","122007","Principale"
"A1301","122008",""
"A1301","122009",""
"A1301","122168",""
"A1301","122280",""
"A1301","122286","Principale"
"A1301","122807",""
"A1301","123035",""
"A1301","124377",""
"A1301","124815","Principale"
"A1301","124829","Principale"
"A1301","124885",""
"A1301","125440",""
"A1301","126112",""
"A1301","126275",""
"A1301","126300",""
"A1301","300016",""
"A1301","300021",""
"A1301","300022",""
"A1301","300028",""
"A1301","300080",""
"A1301","300119","Principale"
"A1301","300130",""
"A1301","300148","Principale"
"A1301","300188",""
"A1301","300242",""
"A1301","300243",""
"A1301","300314",""
"A1301","300318","Principale"
"A1301","300337","Principale"
"A1301","300388",""
"A1301","300408","Principale"
"A1301","300440",""
"A1301","300444",""
"A1301","300451",""
"A1301","300465",""
"A1301","300483",""
"A1301","300487",""
"A1301","300488",""
"A1301","300490",""
"A1301","300492",""
"A1301","300627",""
"A1301","300779",""
"A1301","300783",""
"A1301","300795",""
"A1301","300804",""
"A1301","300849",""
"A1302","23374",""
"A1302","38055",""
"A1302","100015","Principale"
"A1302","100114",""
"A1302","100133","Principale"
"A1302","100136","Principale"
"A1302","100140","Principale"
"A1302","100141","Principale"
"A1302","100142","Principale"
"A1302","100143","Principale"
"A1302","100144","Principale"
"A1302","100149",""
"A1302","100151",""
"A1302","101869","Principale"
"A1302","104647",""
"A1302","107997","Principale"
"A1302","113245","Principale"
"A1302","113883",""
"A1302","116932","Principale"
"A1302","118971",""
"A1302","119351",""
"A1302","119508",""
"A1302","119645","Principale"
"A1302","120797",""
"A1302","121998","Principale"
"A1302","122008",""
"A1302","122009",""
"A1302","122067",""
"A1302","122280","Principale"
"A1302","122587",""
"A1302","123107","Principale"
"A1302","124069",""
"A1302","125971",""
"A1302","300028",""
"A1302","300130","Principale"
"A1302","300148","Principale"
"A1302","300180",""
"A1302","300184","Principale"
"A1302","300185",""
"A1302","300250","Principale"
"A1302","300253","Principale"
"A1302","300280",""
"A1302","300412",""
"A1302","300426","Principale"
"A1302","300431",""
"A1302","300440",""
"A1302","300446",""
"A1302","300451","Principale"
"A1302","300456",""
"A1302","300460",""
"A1302","300465",""
"A1302","300474",""
"A1302","300490",""
"A1302","300779",""
"A1302","300781",""
"A1302","300783",""
"A1302","300787",""
"A1302","300804",""
"A1303","23380",""
"A1303","100011","Principale"
"A1303","100015","Principale"
"A1303","100019","Principale"
"A1303","100077","Principale"
"A1303","100090",""
"A1303","100104","Principale"
"A1303","100113","Principale"
"A1303","100129",""
"A1303","100158","Principale"
"A1303","100159","Principale"
"A1303","100160","Principale"
"A1303","100161","Principale"
"A1303","100162","Principale"
"A1303","101425","Principale"
"A1303","101869","Principale"
"A1303","103098",""
"A1303","104585","Principale"
"A1303","108787","Principale"
"A1303","114633","Principale"
"A1303","115876",""
"A1303","115914","Principale"
"A1303","116920",""
"A1303","117187",""
"A1303","117192",""
"A1303","117319",""
"A1303","119432","Principale"
"A1303","120439","Principale"
"A1303","120620",""
"A1303","120721","Principale"
"A1303","121028","Principale"
"A1303","121263",""
"A1303","121441",""
"A1303","121638",""
"A1303","121639",""
"A1303","121931",""
"A1303","122286","Principale"
"A1303","122510",""
"A1303","122583","Principale"
"A1303","122685",""
"A1303","122764","Principale"
"A1303","122807",""
"A1303","123035",""
"A1303","123411",""
"A1303","123488",""
"A1303","123724",""
"A1303","124885","Principale"
"A1303","125440","Principale"
"A1303","125772",""
"A1303","125894","Principale"
"A1303","125897","Principale"
"A1303","126268","Principale"
"A1303","300022",""
"A1303","300027",""
"A1303","300028",""
"A1303","300068",""
"A1303","300080",""
"A1303","300123",""
"A1303","300124",""
"A1303","300130",""
"A1303","300148","Principale"
"A1303","300149",""
"A1303","300314",""
"A1303","300338",""
"A1303","300412",""
"A1303","300436",""
"A1303","300440",""
"A1303","300465",""
"A1303","300479",""
"A1303","300488","Principale"
"A1303","300783",""
"A1303","300849",""
"A1303","484820",""
"A1304","100011",""
"A1304","100090",""
"A1304","100114","Émergente"
"A1304","100340",""
"A1304","103848",""
"A1304","104045","Principale"
"A1304","104174",""
"A1304","107926",""
"A1304","115820",""
"A1304","116833",""
"A1304","121427",""
"A1304","121998",""
"A1304","122280",""
"A1304","123213",""
"A1304","123607","Principale"
"A1304","123656",""
"A1304","124094","Principale"
"A1304","124190",""
"A1304","125901",""
"A1304","126037","Principale"
"A1304","300028",""
"A1304","300081","Principale"
"A1304","300082",""
"A1304","300241",""
"A1304","300321",""
"A1304","300334",""
"A1304","300338",""
"A1304","300366",""
"A1304","300374",""
"A1304","300383",""
"A1304","300390","Principale"
"A1304","300444",""
"A1304","300452",""
"A1304","300462",""
"A1304","300467",""
"A1304","300468",""
"A1304","300469",""
"A1304","300479",""
"A1304","300492",""
"A1304","300636",""
"A1304","300779",""
"A1304","300783",""
"A1304","300805",""
"A1304","300849",""
"A1304","399999",""
"A1304","400415","Émergente"
"A1304","400466","Principale"
"A1304","400704","Principale"
"A1304","403122",""
"A1304","403960",""
"A1304","403967","Émergente"
"A1304","403993",""
